 0.796217336,-1.926932967, 0.597913632,-0.872592592, 1.632486753, 0.315649662,-0.146955595, 0.001192302, 0.437130227, 0.997770261,-0.439781099,-0.911743470, 1.223330781,-1.336593006,-0.879783843,-0.483251299, 0.485318646,-1.737986815, 1.680418696, 0.473203134, 0.746691929, 0.043662642,-0.014699787,-0.317547258, 1.985781154, 0.020863372,-2.411090981,-1.006759011, 0.819391361,-0.115776099,-1.780860882,-0.638699454,-1.497098100,-0.411444319,-0.792763150,-1.131276714,-1.374280999, 0.696091707,-0.698493984, 0.182205817, 0.837159769,-0.003545068, 0.834507110,-1.134405689,-0.468955299, 0.252531683, 1.710011018,-0.811647438,-2.053307097, 0.179258349
 0.703049484, 0.279120300,-0.019069227,-0.735392491,-0.908879485, 0.225399535, 0.332360217,-0.903100197,-1.359465626, 1.025111489,-1.129432030, 0.337015871,-0.260616367,-0.682574874, 0.482941693, 1.382628386, 1.609381751, 0.787861170, 0.564476686,-1.106156617,-0.074927406, 0.489923548,-0.884955014,-0.005863170,-0.219551767,-0.322611918,-0.769493207, 0.625693686, 0.808490749,-0.341650636,-0.563546422,-0.594916608, 0.493204923,-0.571527770,-0.317655829, 0.238923063, 0.986160166,-1.503843775, 1.211335754, 0.033508303,-0.995384781, 0.705377168, 0.610227590,-1.993537118, 0.508094330,-0.835060121, 0.654787523, 0.719383853, 0.179881806,-0.088982275
-0.249992062, 0.202556932, 0.022613751, 0.329017434,-0.610225740,-0.192028893, 0.796318225, 1.632014923, 0.650299452, 0.877687369, 0.164681410,-0.751922686, 0.471236396,-0.284250563, 0.338565484,-2.361478450,-1.275069925, 1.426911738,-1.135307091, 1.251781235, 1.181377026, 0.826895509,-0.344245094,-2.192789727, 2.184276293, 0.354313146, 0.105997589,-0.582470269, 1.892302490,-0.312955242, 1.508822374, 0.077751209,-0.899207888, 0.226423929, 0.072974571,-1.256484813, 1.236891092, 1.428305300,-0.357210367,-0.624417413, 1.055178168, 1.523724485,-1.206929834,-0.739049186,-0.505970275, 1.474717676, 0.587423121,-1.806326549,-1.784500365, 0.342102031
-0.594100712,-1.755575775,-1.942874485,-1.237717357,-0.012406000, 0.045272013,-0.556135815,-0.085019416,-0.083211336, 0.688306957,-0.025747312,-0.031076602, 0.157049759,-1.924158500, 1.719775901,-1.965766207,-0.047922250, 0.397588319,-0.040596255, 0.051406937,-1.058999207,-0.537874052, 0.620795443,-0.499177962, 0.225523562, 0.644885842,-2.247278954,-0.492379920, 0.990721644,-0.865548426,-0.092407609, 0.607087671,-0.125817429, 1.178431235,-1.991219000,-0.076791383, 0.296472709, 0.935550311, 0.618583153, 1.084905741, 0.453866637,-1.912137097, 0.675814297,-0.689914495, 0.495372499,-1.136561769,-1.088253924,-0.907669915,-0.612639556, 0.059354325
 0.118372680,-1.621810753, 0.430023139,-0.046915717,-0.400679840, 0.246109918,-0.642506524,-0.268479389,-0.193912654,-1.566907653,-0.635039931,-1.044397402, 0.658837519,-1.603150329, 1.547294051, 0.784414817,-0.462599258,-0.489148403,-1.804317939,-1.426280187, 0.462342799, 0.842757570,-0.867104665,-0.299182980, 0.222019116,-1.117101446,-0.529348690,-0.433839423, 1.007422001, 0.035765293,-0.589265592,-0.501922066, 0.239083806,-0.878548686,-2.104957228,-1.084730091, 0.368994250, 0.024899895,-2.602119570,-0.998021375,-0.523973795,-0.385140518, 0.884844993, 0.342876195,-0.062427270,-0.238790349, 0.991987598, 0.353813174, 0.886111284, 0.323351444
 1.074636349, 0.683851952, 0.507020244, 1.435027900, 1.541066905, 0.303513587,-0.923119189,-0.094380076, 1.328441623,-0.256015785, 0.241117373,-0.773352004,-1.366757148, 0.200529698,-1.725346950,-2.935891240,-0.540600300, 0.285073515,-1.013048944, 0.608882873, 0.229714856,-0.558814689, 0.404485819,-0.436127380, 0.169252659, 0.388889385, 1.562027105,-0.744765828,-0.664210925, 0.241916080,-1.313866301,-0.380355225, 1.137242198,-1.823092684, 0.337884693,-1.535412557,-0.299863015, 0.699359617,-0.639019012,-0.295019034, 0.308513130,-0.102318319, 0.576373590, 1.624537699,-0.512928608,-0.512062663, 0.031050240,-0.201767691,-0.363482379,-0.465928944
-2.198405524,-1.841186341, 0.297059786,-0.434435383, 0.082809707,-0.207147683, 0.439337607, 0.102114670, 1.034987964,-1.117664579, 0.478012367, 0.440831900, 1.642452347,-0.484766745,-1.176889280, 1.563624623, 1.773225730,-0.062328670, 1.024703656,-0.326431471,-0.464578834, 1.059195717,-0.234776985, 0.682019791,-0.007961572,-0.259944395, 0.461920311, 1.309234552, 2.232723817,-1.121220780,-0.948236807, 0.213857042, 0.225273694, 0.990405353,-0.344412267,-0.231052976,-2.561122882,-0.824786286, 1.446105553, 0.268076232, 0.518818053,-0.151724968,-0.417196695, 1.028319003,-0.110564745, 0.893900326, 0.657735304, 0.098064525, 0.171987729,-0.296337718
 0.153628664,-0.603048288,-0.491415462,-1.327954830, 0.562113306,-0.004937223, 0.288337419, 2.469850238, 0.209827252, 1.028358193, 0.817026440,-0.925870772, 0.316884630,-1.633286198,-0.148397741,-0.361581948,-0.421850769, 1.798362733, 0.034373466,-2.015111626,-0.042621055, 0.018483584,-0.267732725, 1.424071401,-2.128066947, 2.532561313, 1.044949071,-1.244280897,-1.179080394, 0.537029831, 2.021800672,-0.339621027, 1.052722609,-0.721958249, 1.982858448,-0.420516925, 0.637254628, 1.639934593,-0.850636203,-1.555036179, 0.277418342,-1.388262479,-0.683713012,-0.363544649,-0.724324049,-0.754323777,-1.392010394, 0.198837261, 0.255522674, 0.327032376
-0.903508451,-0.527007604, 0.304665119,-1.224064778, 1.177022775,-0.119303079,-0.313991385, 0.078147684, 0.125554517, 1.500048991, 1.175283122,-1.598071866,-0.471754207,-0.008236039, 0.307994644, 0.793069317, 0.997617774,-0.531932970,-1.162877677, 0.090595574, 0.186442942, 1.685693942,-1.966113076, 0.116993899, 0.955291561,-0.546580116,-0.548848997, 0.815601695, 0.813992394,-0.260292273, 0.346383201, 0.560620989,-0.246913440,-0.919849690, 0.266993521, 0.045873787,-1.807638920,-1.005663778, 2.385222055, 0.669141867,-1.739484551, 0.479340873, 0.057384717, 0.431406688,-0.058148483, 1.020905299, 0.409867770,-0.628523355, 0.253548022, 1.395907816
 0.837378000, 0.628182653,-0.673426934, 0.339066700,-1.664536492,-1.070134477, 0.373623034, 0.725903079, 1.214656571,-1.126477581, 0.978408998,-0.940743872,-0.918095087,-0.144238270, 2.155558435,-2.167024712,-0.329470131,-0.987045414,-0.813646240,-0.785477964, 1.871157707,-0.516971740, 0.983356885,-0.149107469, 1.873702109, 0.140607878,-0.859234323, 0.052005404, 0.300693162,-0.162406367,-0.840732233, 0.460437190,-2.008659455, 0.646870829,-1.002995683, 0.484021028, 0.527032427, 1.480561309,-0.012666651, 0.555114686,-0.997186354, 2.926360639,-0.139319086,-0.819112627,-0.894197461, 1.063321434,-0.775777111, 1.089676206, 0.342650098, 0.376879055
